eventID,numPhotons,numUp,numDown,coincidenceTime,numElasticSensitive,scatteredInelastically,scatteredNotSensitive,
1549,632,44,44,13.1629,1,0,1,
4660,484,32,29,38.1437,1,0,0,
6159,482,41,34,12.8996,1,0,0,
19828,462,34,29,8.85526,1,0,0,
48419,847,51,43,2.24517,2,0,0,
58640,550,28,34,2.07535,1,0,1,
60987,470,21,30,4.67935,1,0,0,
81850,470,25,26,45.1025,1,0,0,
88910,441,4,3,5.34169,1,0,1,
94968,480,22,27,6.33946,1,0,0,
96571,498,34,25,36.0034,1,0,0,
96961,481,29,31,6.35185,1,0,0,
105366,412,13,8,12.2617,1,0,1,
110299,483,34,31,26.0271,1,0,0,
140659,689,32,31,10.0306,2,0,1,
159431,458,33,26,18.4939,1,0,0,
159910,450,27,28,73.9287,1,0,0,
161873,469,22,25,1.61035,1,0,0,
177803,490,29,28,61.6498,1,0,0,
184095,1311,81,88,28.3186,2,0,0,
185155,1005,54,37,8.05033,1,0,1,
189561,485,37,25,17.187,2,0,0,
194897,1665,107,93,22.6835,3,0,0,
195309,484,33,24,1.08575,1,0,0,
203421,701,45,32,59.0612,3,0,0,
206358,478,26,32,9.48673,1,0,0,
211017,451,26,25,15.0935,1,0,0,
219255,494,3,7,16.2942,1,0,1,
221115,468,32,23,25.4853,1,0,0,
225798,483,40,23,70.6899,1,0,0,
225986,452,26,17,41.2622,1,0,0,
236636,712,16,23,13.9376,1,0,1,
238963,448,27,18,10.6623,1,0,0,
252478,490,31,18,13.6197,1,0,0,
253040,2000,58,91,58.3113,3,0,1,
267243,507,26,31,5.07926,1,0,0,
280024,494,33,21,3.7005,2,0,0,
296729,460,30,24,22.6372,1,0,0,
327169,803,23,27,81.7788,2,0,1,
331519,449,28,23,29.5705,1,0,0,
341328,481,34,21,5.79177,1,0,0,
352084,452,32,28,0.56028,1,0,0,
353996,457,34,36,14.4508,1,0,0,
371343,469,30,24,52.7599,1,0,0,
384584,505,15,22,24.3012,1,0,1,
387432,560,13,20,0.12997,1,0,1,
405034,635,43,14,23.899,1,0,1,
426317,570,26,39,2.80047,2,0,0,
434959,324,22,16,2.57253,1,0,0,
450027,682,28,14,19.6765,1,0,1,
450299,470,29,34,4.64576,2,0,0,
461413,1502,82,89,28.377,3,0,1,
473261,479,22,22,20.9045,1,0,1,
488009,466,17,32,10.9557,1,0,0,
503317,466,26,23,7.18264,1,0,0,
520380,445,25,36,27.2261,1,0,0,
528130,498,18,14,18.276,1,0,1,
534807,735,5,13,6.21772,1,0,1,
543690,482,18,17,8.02763,1,0,1,
546855,489,33,24,9.70816,1,0,0,
562735,448,32,22,9.13781,1,0,0,
564760,675,22,36,41.5278,1,0,1,
583225,480,22,45,15.224,1,0,0,
592502,494,29,30,4.73384,1,0,0,
603560,461,21,31,20.7497,1,0,0,
606113,877,33,54,8.4451,1,0,1,
611437,470,20,37,21.7522,1,0,0,
616358,867,60,42,14.4136,2,0,0,
631874,264,18,12,16.2328,1,0,0,
656236,855,24,27,11.8709,1,0,1,
659809,983,38,45,8.34961,2,0,1,
660178,1687,113,104,22.3344,2,0,0,
667348,454,20,25,4.5446,1,0,0,
676673,454,35,25,0.295455,1,0,0,
676844,498,22,30,25.8199,1,0,0,
680598,559,31,24,15.826,1,0,1,
680821,555,26,26,3.7025,1,0,1,
700942,471,26,33,11.9023,1,0,0,
701115,495,27,36,29.853,1,0,0,
708684,478,34,28,13.0518,1,0,0,
714899,1605,81,38,3.31621,3,0,1,
730128,452,30,31,33.5901,1,0,0,
754422,487,24,32,20.0642,1,0,0,
757272,513,10,13,22.0742,2,0,1,
760251,487,26,38,17.7898,1,0,0,
767198,621,5,10,12.5011,1,0,1,
783071,500,41,40,15.1308,1,0,0,
807983,473,26,29,10.348,1,0,0,
809938,1079,73,66,5.28491,3,0,0,
842676,528,7,23,45.7542,1,0,1,
850396,495,29,23,31.3576,1,0,0,
853501,1021,63,51,10.4597,3,0,0,
870432,1089,64,53,3.37695,2,0,1,
874702,479,33,37,3.00713,1,0,0,
879364,477,36,34,1.04839,1,0,0,
881016,466,31,30,14.3202,1,0,0,
882052,1699,114,102,5.39135,2,0,0,
889127,476,22,36,4.06105,1,0,0,
896347,503,25,20,49.3935,1,0,0,
901728,230,11,13,1.36772,1,0,0,
902807,496,36,22,6.88157,1,0,0,
917727,460,24,32,10.8157,1,0,0,
921258,495,31,26,20.1544,1,0,0,
961690,650,19,31,0.332175,2,0,1,
966831,475,23,34,5.11352,1,0,0,
997200,702,29,63,17.6381,2,0,0,
1018030,692,7,6,8.20169,1,0,1,
1040410,461,34,25,4.33802,1,0,0,
1059106,475,32,26,6.21875,1,0,0,
1106486,436,28,32,21.23,1,0,0,
1121692,481,34,23,2.75783,1,0,0,
1121743,481,24,32,45.8029,1,0,0,
1129261,455,18,25,0.813831,1,0,0,
1129603,472,23,25,31.307,1,0,0,
1130398,480,29,26,15.9622,1,0,0,
1131363,563,31,11,21.7493,1,0,1,
1132953,509,42,32,18.4274,2,0,0,
1143344,474,24,22,2.66447,1,0,1,
1150736,483,29,29,4.34343,1,0,0,
1163797,485,27,34,1.37462,2,0,0,
1176458,878,28,20,4.23245,1,0,1,
1177147,491,26,34,6.11531,1,0,0,
1182771,762,53,33,12.1781,2,0,1,
1191823,1128,93,63,12.5104,3,0,0,
1196721,482,26,31,1.39075,1,0,0,
1198165,483,24,28,1.1595,1,0,0,
1203838,758,30,27,31.0319,1,0,1,
1215543,472,29,24,38.9028,1,0,0,
1222341,487,18,28,2.47385,1,0,0,
1254850,478,28,33,0.260534,1,0,0,
1256661,610,25,15,17.8277,1,0,1,
1258532,570,17,25,23.976,1,0,1,
1259729,493,5,6,17.7274,1,0,1,
1261464,445,23,26,0.832924,2,0,0,
1262520,478,36,31,5.09084,1,0,0,
1263235,464,28,32,5.24693,1,0,0,
1264790,507,36,24,14.0843,1,0,0,
1269980,443,26,24,22.7282,2,0,0,
1288229,471,26,12,20.416,1,0,1,
1295180,460,22,17,12.7807,1,0,0,
1301081,862,51,34,24.3167,3,0,1,
1303163,479,26,31,19.4193,1,0,0,
1336449,472,27,33,15.503,1,0,0,
1343618,470,32,24,5.89685,1,0,0,
1348332,481,24,30,1.29355,2,0,0,
1358287,485,23,33,22.5068,1,0,0,
1366647,474,36,33,16.3004,1,0,0,
1383617,713,39,51,16.498,2,0,0,
1385803,486,23,32,24.8333,1,0,0,
1398818,589,4,4,24.2929,1,0,1,
1401371,490,33,37,15.5676,1,0,0,
1401673,469,17,15,38.4566,2,0,1,
1403723,543,14,10,16.0613,1,0,1,
1424451,493,26,35,38.3611,1,0,0,
1442475,479,28,32,35.23,1,0,0,
1446109,454,32,22,5.02953,1,0,0,
1452800,465,19,18,12.6272,1,0,0,
1456763,493,23,43,14.1422,2,0,0,
1463738,528,29,44,3.37531,2,0,0,
1477591,495,25,34,4.08086,1,0,0,
1490324,481,24,24,18.4998,1,0,0,
1492021,487,29,25,4.43308,1,0,0,
1506272,783,22,8,20.1896,1,0,1,
1510272,469,25,26,6.45956,1,0,0,
1515556,453,17,36,4.35345,1,0,0,
1523146,462,29,30,12.6678,1,0,0,
1531808,846,50,69,1.77231,2,0,0,
1560613,456,34,29,32.1432,1,0,0,
1563028,1093,47,33,6.29643,2,0,1,
1576818,476,18,26,9.22977,1,0,0,
1591507,1155,84,55,15.5354,4,0,0,
1592459,474,30,34,44.0999,1,0,0,
1603048,419,17,10,0.644786,1,0,1,
1604092,475,24,34,10.8014,1,0,0,
1608939,468,24,36,35.5467,1,0,0,
1609715,480,33,18,6.24073,1,0,0,
1615809,518,30,35,13.122,2,0,0,
1622406,422,19,25,0.00651529,1,0,1,
1628849,473,37,27,48.7435,1,0,0,
1631087,466,19,27,19.9217,1,0,0,
1638580,1549,97,84,55.2093,2,0,0,
1668759,447,15,26,9.58292,1,0,1,
1674476,1158,12,35,46.4533,2,0,1,
1686307,493,33,32,32.0402,1,0,0,
1686961,443,28,24,30.934,1,0,0,
1701729,460,26,36,43.928,1,0,0,
1705705,471,14,11,29.176,1,0,1,
1709496,944,34,53,58.3092,2,0,1,
1713066,483,29,36,8.78371,1,0,0,
1717260,472,24,24,2.95131,1,0,0,
1718402,479,6,9,42.6395,1,0,1,
1721479,536,5,10,35.9327,1,0,1,
1740743,471,26,36,5.97831,1,0,0,
1749391,480,38,31,75.3295,1,0,0,
1749851,1069,52,78,10.0305,2,0,1,
1753340,533,34,38,0.754958,2,0,0,
1760979,496,31,25,10.5263,1,0,0,
1767678,478,25,26,22.1531,1,0,0,
1787384,230,18,5,16.9893,1,0,0,
1788883,446,24,16,58.0094,1,0,0,
1800156,448,31,32,25.8999,1,0,0,
1805960,625,30,21,22.704,1,0,1,
1808715,486,37,29,29.1136,1,0,0,
1818212,456,32,27,10.3613,1,0,0,
1834722,432,14,16,20.8662,1,0,1,
1834895,554,11,15,2.7322,1,0,1,
1835105,443,30,32,0.200658,1,0,0,
