eventID,numPhotons,numUp,numDown,coincidenceTime,numElasticSensitive,scatteredInelastically,scatteredNotSensitive,nucleusRecoilEnergy,timeOfFlight,
5686,859,36,40,7.64095,1,0,1,33.9578,47.5049,
47755,1181,3,9,3.42612,1,0,1,3.59728,48.7519,
112572,658,49,34,5.43592,1,0,0,120.751,43.8596,
143441,961,79,32,9.03829,2,0,0,159.158,46.8371,
143620,639,31,50,8.54738,1,0,0,111.817,47.3947,
149839,664,41,40,21.7281,1,0,0,122.054,48.2956,
155716,1486,3,4,1.35295,1,0,1,2.70941,48.5491,
175486,879,75,27,7.12858,2,0,0,143.361,47.0835,
190310,661,61,26,7.98714,1,0,0,119.33,48.1559,
208315,1140,38,55,7.30336,1,0,1,198.32,47.5816,
228734,662,46,39,13.0763,1,0,0,121.837,46.0892,
232789,761,18,29,16.793,1,0,1,56.1049,44.5557,
233321,881,4,3,54.1946,1,0,1,1.77725,46.1678,
252602,802,30,78,25.2075,2,0,0,103.33,45.4132,
265434,678,51,28,83.3387,1,0,0,125.58,45.7326,
278035,636,62,23,11.5086,1,0,0,112.281,46.49,
278449,662,41,50,4.80588,1,0,0,119.887,45.1036,
279262,642,44,27,28.1528,1,0,0,113.245,43.6043,
285753,651,62,19,8.82754,1,0,1,101.254,45.7188,
318357,669,56,23,52.6033,1,0,0,121.677,47.2467,
347863,653,41,38,15.9148,1,0,0,116.24,47.8978,
353276,651,57,23,12.8286,1,0,0,116.366,47.2213,
364066,660,36,33,13.5186,1,0,0,120.276,47.3355,
381069,665,55,31,7.80759,1,0,0,120.657,46.5631,
382249,655,19,62,6.20699,1,0,0,117.822,46.5589,
393509,1193,34,64,2.95905,1,0,1,191.724,46.0551,
428588,293,15,20,20.4543,1,0,0,25.2723,46.598,
480433,671,23,61,2.34445,1,0,0,124.513,47.5182,
483725,656,50,38,89.089,1,0,0,115.642,45.9016,
485319,1553,39,143,19.7153,3,0,0,279.256,47.3441,
495264,641,37,40,76.3167,1,0,0,114.267,48.9096,
500730,645,48,36,15.0588,1,0,0,113.285,48.9151,
504090,800,19,64,66.0107,1,0,1,142.819,45.736,
523243,676,22,61,7.38721,1,0,0,127.119,44.129,
526480,789,40,35,34.078,1,0,1,133.619,45.9366,
538531,1743,58,98,75.802,2,0,1,200.008,48.6576,
555376,676,44,32,1.47327,1,0,0,123.611,44.4502,
569234,1053,50,27,19.4578,1,0,1,71.0876,47.9225,
593127,657,35,46,59.9901,1,0,0,117.779,47.9017,
626820,1383,66,29,22.4453,1,0,1,214.734,48.448,
651548,1649,78,125,41.5086,3,0,0,361.074,46.9538,
660214,1038,92,42,27.5054,3,0,0,109.816,43.5486,
662162,1030,64,22,26.5758,1,0,1,56.985,48.2861,
685718,907,34,33,10.3518,1,0,1,44.5117,46.214,
688554,764,9,15,22.8619,1,0,1,12.6822,48.2141,
717197,648,24,53,2.52975,1,0,0,116.456,47.564,
746203,1571,83,119,11.3494,2,0,0,353.203,47.001,
751459,651,32,49,12.7743,1,0,0,116.825,44.3264,
755118,666,61,26,6.85684,1,0,0,122.344,44.5706,
757605,659,48,35,12.0064,1,0,0,119.972,48.3572,
778438,656,24,57,41.6751,1,0,0,118.157,45.0679,
797129,657,62,26,25.0113,1,0,0,119.803,47.6839,
800525,658,41,37,8.19233,1,0,0,117.896,46.5717,
805920,980,45,59,5.68044,1,0,1,169.611,45.4197,
808193,650,15,61,15.8514,1,0,0,115.971,47.0837,
845403,696,36,42,8.05448,2,0,0,84.8706,46.1805,
886338,649,46,35,17.4334,1,0,0,116.162,46.6356,
907807,675,33,42,1.88,1,0,0,126.227,45.569,
916966,680,59,28,14.566,1,0,0,126.821,48.1064,
927355,591,18,16,6.81588,1,0,1,29.515,44.56,
932466,663,34,57,0.401052,1,0,0,119.921,45.1958,
942190,635,34,30,0.99565,1,0,0,109.331,44.0075,
966909,664,13,60,64.6763,1,0,0,120.639,47.9883,
1059335,660,20,58,3.2007,1,0,0,119.351,47.074,
1066786,663,50,29,17.0767,1,0,0,120.288,44.1374,
1071726,683,69,22,29.6808,1,0,0,128.491,46.5841,
1089232,662,38,37,4.10409,1,0,0,122.571,46.9729,
1106258,811,45,53,38.9367,1,0,0,184.769,48.5454,
1115341,647,26,50,14.8401,1,0,0,114.955,45.6365,
1118198,665,28,58,4.31581,1,0,0,122.22,47.3377,
1119719,611,20,54,8.33991,1,0,0,101.293,45.9905,
1145179,1662,47,87,20.2058,2,0,1,172.931,47.9538,
1148075,926,12,40,43.8049,1,0,1,51.7646,46.9304,
1150140,647,45,35,9.29362,1,0,0,114.167,46.6433,
1156314,651,70,29,4.7279,1,0,0,116.499,44.3321,
1157246,664,37,35,7.13335,1,0,0,121.734,46.8825,
1199744,869,27,37,5.58661,1,0,1,31.9754,44.4053,
1228186,663,32,55,10.3916,1,0,0,121.288,47.4056,
1231774,664,49,38,2.52407,2,0,0,114.304,43.9792,
1238210,765,34,55,41.668,2,0,0,81.2543,47.5911,
1275135,921,26,20,3.63006,1,0,1,36.0686,46.499,
1296232,853,48,68,90.955,2,0,0,109.603,45.8592,
1316642,653,53,27,5.01881,1,0,0,117.239,48.5327,
1334523,1249,54,116,9.22223,4,0,0,123.864,45.3628,
1344669,696,63,31,49.0701,2,0,0,69.7105,42.9892,
1352682,1760,32,9,87.8903,1,0,1,32.0011,48.7679,
1353439,2000,49,109,20.7618,2,0,1,197.934,48.4011,
1356783,673,19,53,53.2884,1,0,0,123.027,47.5011,
1356796,680,51,32,39.2637,1,0,0,127.634,46.8579,
1385103,676,24,65,10.3179,1,0,0,126.483,47.3044,
1428530,718,37,57,19.4348,2,0,0,130.236,46.8584,
1443598,644,19,53,29.5855,1,0,0,113.408,47.8402,
1444107,643,17,58,43.9706,1,0,0,112.35,45.2731,
1452452,666,23,57,8.95493,1,0,0,122.049,44.8186,
1453711,667,28,51,0.889111,1,0,0,123.022,46.3437,
1457880,700,45,51,12.7254,2,0,0,99.1365,46.8119,
1470517,669,20,66,56.0784,1,0,0,123.123,45.4776,
1527799,1000,66,60,9.30379,2,0,0,148.39,48.4456,
1540824,822,64,34,4.47765,2,0,0,148.609,46.1946,
1546980,650,40,31,33.7659,1,0,0,115.103,47.122,
1571958,694,21,80,11.7689,1,0,0,132.416,45.504,
1606159,683,21,70,8.18555,1,0,0,125.686,47.048,
1613977,1328,68,91,21.1977,2,0,0,244.052,47.4964,
1626601,683,25,53,6.58492,1,0,1,92.9048,48.1932,
1628617,1108,43,94,0.955961,2,0,1,191.413,46.4393,
1635765,1163,60,93,37.4221,2,0,0,192.738,45.63,
1637613,634,18,64,60.3497,1,0,0,110.08,44.7294,
1720138,681,49,41,5.49037,1,0,0,126.711,48.29,
1754275,663,24,58,5.91525,1,0,0,120.864,45.6338,
1754667,652,61,24,2.23687,1,0,0,117.831,46.1589,
1778309,752,18,31,11.9342,1,0,1,29.0655,46.0803,
1809494,1218,80,19,3.37994,1,0,1,181.172,47.275,
1811809,706,33,33,13.1119,1,0,0,134.846,46.2189,
1840208,664,54,27,6.50491,1,0,0,121.699,46.0209,
1842264,666,44,31,39.217,1,0,0,122.603,47.7376,
1845335,680,45,52,3.81226,1,0,0,126.614,44.2713,
1855906,1384,115,60,4.83032,2,0,0,289.603,47.4077,
1858436,681,63,28,15.7066,1,0,0,126.292,46.3999,
1878565,652,44,33,31.2896,1,0,0,116.63,44.8842,
1882033,753,5,14,32.4768,1,0,1,7.38176,48.27,
1884484,664,19,51,0.638433,1,0,0,121.045,47.4176,
1895442,695,38,33,0.0181189,2,0,0,72.1389,43.4561,
1900295,2000,52,80,2.59456,2,0,1,329.976,47.866,
1905695,846,32,52,39.3177,2,0,0,156.434,45.9208,
1907629,291,23,13,24.7489,1,0,0,25.5899,44.5598,
1958497,867,67,40,18.9979,3,0,0,74.8989,42.8643,
1962711,685,15,64,12.6832,1,0,1,78.2575,47.6174,
1965913,652,36,43,23.6507,1,0,0,117.758,47.5787,
1997073,1521,63,28,31.73,1,0,1,128.421,46.6929,
2001402,662,35,43,0.767957,1,0,0,119.34,45.4973,
2016291,666,38,35,9.81336,1,0,0,121.777,45.6542,
2054162,671,34,72,41.3403,1,0,0,123.298,47.2966,
2073918,651,47,29,23.7538,1,0,0,117.022,45.0764,
2126557,645,47,35,2.79119,1,0,0,113.029,48.4665,
2127016,673,32,54,5.21004,1,0,0,124.695,47.7606,
2188066,661,40,33,3.30645,1,0,0,118.821,48.7301,
2196689,673,54,19,3.43632,1,0,0,125.158,46.1301,
2199002,968,16,64,26.3071,1,0,1,70.1513,46.941,
2199588,817,62,36,14.505,1,0,0,189.132,46.3819,
2215794,781,50,44,16.8685,1,0,0,169.541,47.5244,
2254442,1841,111,77,29.5608,2,0,1,347.69,47.6465,
2260944,678,38,29,21.0034,1,0,0,128.193,44.9628,
2261888,683,24,58,10.0398,1,0,0,129.333,47.5916,
2270824,637,11,70,30.7516,1,0,0,110.395,47.5779,
2287160,675,25,41,27.5185,1,0,0,124.221,47.099,
2302723,663,72,19,16.2194,1,0,0,120.53,48.3418,
2321070,669,31,61,4.87446,1,0,0,121.168,44.1212,
2353332,962,24,44,15.4806,1,0,1,126.801,46.6322,
2355651,664,22,43,12.2551,1,0,0,121.762,46.4693,
2367140,749,10,30,19.7418,1,0,1,27.9939,46.212,
2376793,367,10,35,16.8531,1,0,0,37.9085,47.5164,
2379431,649,26,52,33.6813,1,0,0,115.823,44.9842,
2388896,676,70,19,14.7293,1,0,0,126.139,46.2573,
2390675,726,21,30,7.82329,1,0,1,45.0192,44.158,
2444098,668,36,41,1.79939,1,0,0,121.146,48.5908,
2458684,666,62,27,18.5202,1,0,0,120.665,48.6134,
2501213,768,11,5,24.2794,1,0,1,5.15819,48.9053,
2502538,1753,55,152,22.6041,2,0,1,389.652,47.3953,
2504804,1489,45,121,2.31743,2,0,0,323.748,46.7503,
2513135,678,40,50,21.2306,1,0,0,126.354,47.1166,
2553358,656,35,39,15.9071,1,0,0,118.043,45.7264,
2565156,692,26,12,24.7892,1,0,1,38.943,44.6219,
2571792,638,53,25,15.9339,1,0,0,111.801,46.6784,
2603352,1088,50,76,12.7849,2,0,0,209.915,48.6352,
2610099,663,48,31,28.6041,1,0,0,120.853,44.0699,
2611870,683,58,28,6.86778,1,0,0,128.07,48.8099,
2617129,667,26,51,14.9142,1,0,0,121.637,46.8439,
2617738,805,47,16,46.624,1,0,1,75.3166,45.3626,
2679861,769,37,34,38.1727,2,0,1,59.8089,46.5901,
2711224,1973,26,47,47.3471,1,0,1,148.818,47.9708,
2724703,1296,98,70,16.4726,3,0,1,159.917,45.862,
2725528,660,47,25,23.1602,1,0,0,120.936,48.0409,
2730383,595,42,35,31.4427,1,0,0,97.3919,46.3829,
2748881,807,7,10,13.0254,1,0,1,8.4595,47.5945,
2751505,653,23,67,47.6403,1,0,0,115.891,45.4033,
2755914,666,47,36,20.8307,1,0,0,122.239,46.224,
2769097,655,51,48,23.9794,1,0,0,117.083,47.3047,
2776110,711,32,45,22.4329,2,0,0,89.9179,46.4809,
2778588,732,8,30,7.47497,1,0,1,19.9083,48.4198,
2790315,731,39,41,8.88759,2,0,0,82.4773,47.8218,
2796948,667,34,46,24.6741,1,0,0,123.183,45.8392,
2800755,773,30,28,6.52494,1,0,1,46.794,47.4101,
2805581,755,15,51,10.947,1,0,1,115.424,46.8662,
2833838,666,19,66,33.0717,1,0,0,121.016,44.6624,
2833996,762,54,39,48.5703,2,0,0,84.452,44.8623,
2848559,656,44,50,17.2739,1,0,0,118.283,43.9455,
2867998,662,26,67,24.5704,1,0,0,118.104,45.1854,
2905854,495,22,25,2.32963,1,0,0,66.284,47.0609,
2911150,646,16,64,73.6613,1,0,0,112.622,45.0297,
2997102,646,52,17,8.0792,1,0,0,114.744,45.1921,
3035612,645,55,20,68.7976,1,0,0,113.278,48.3521,
3048997,885,38,45,52.5837,1,0,1,145.697,48.5007,
3059695,656,24,69,13.4503,1,0,0,119.869,44.5322,
3063465,1015,66,64,16.9815,2,0,0,186.394,47.3484,
3063509,752,27,18,4.58279,2,0,1,25.1449,46.3824,
3078272,669,48,40,8.5497,1,0,0,122.258,47.0954,
3088260,785,58,51,27.4697,2,0,0,107.2,44.9906,
3088276,801,54,42,9.15648,2,0,0,97.3098,45.4181,
3100651,658,51,22,14.8782,2,0,0,86.2424,44.033,
3105686,665,36,49,20.366,1,0,0,118.405,47.2489,
3106699,1048,67,75,24.7745,2,0,0,198.958,48.4184,
3110403,1758,20,18,2.60643,1,0,1,44.6209,48.4565,
3128620,969,40,51,16.0439,1,0,1,100.086,48.4973,
3137166,671,30,39,18.1563,1,0,0,122.574,48.2462,
3144326,630,2,8,21.3006,1,0,1,3.17821,48.6975,
3144659,663,20,50,7.59986,1,0,0,135.802,45.8304,
3147374,723,21,45,14.1046,1,0,1,67.1344,45.6931,
3182706,1633,117,73,8.74047,2,0,0,377.819,48.0719,
3185909,677,19,64,34.2661,1,0,0,123.201,46.6665,
3197703,678,17,52,48.2432,1,0,0,129.643,47.6611,
3201530,950,71,27,78.2871,2,0,0,182.709,45.2427,
3213649,651,18,61,19.1428,1,0,0,116.284,47.85,
3254026,921,12,38,7.31346,2,0,1,24.5455,45.9526,
3269596,640,42,38,17.9418,1,0,0,112.986,44.7193,
3270366,659,59,25,14.4911,1,0,0,120.579,47.0394,
3288385,668,67,16,36.5487,1,0,0,122.529,44.7529,
3290567,693,20,71,6.70862,2,0,0,104.287,44.1923,
3291258,952,15,14,4.67808,1,0,1,17.7598,45.314,
3324018,673,52,18,17.7373,1,0,0,124.547,45.9089,
3326608,716,36,53,5.48466,2,0,0,90.9155,46.1458,
3347151,915,63,47,15.9702,3,0,0,130.934,45.4267,
3355544,663,43,37,5.1199,1,0,0,121.132,46.5154,
3358830,648,21,68,9.02637,1,0,0,116.56,44.5195,
3366693,675,47,30,15.2822,1,0,0,123.688,47.1909,
3375991,654,44,14,10.8008,1,0,0,115.366,46.3692,
3382528,667,30,60,17.2642,1,0,0,121.137,48.5276,
3408099,792,77,27,22.9012,2,0,0,147.2,46.202,
3413117,641,26,54,36.2838,1,0,0,114.018,44.2338,
3416592,786,18,15,3.55253,1,0,1,18.4352,47.5544,
3417793,725,38,57,4.06912,1,0,1,100.615,46.4071,
3422570,771,69,27,11.3911,2,0,0,135.769,47.6775,
3434616,668,57,34,5.27904,1,0,0,121.073,48.4396,
3462108,810,7,24,27.5429,1,0,1,40.3776,46.1042,
3464594,661,46,31,4.62615,1,0,0,118.931,44.7423,
3500401,654,31,52,25.3502,1,0,0,117.828,44.5356,
3501187,407,36,17,61.2743,1,0,0,45.504,47.0937,
3514664,638,53,26,1.2021,1,0,0,110.477,47.0123,
3519063,669,62,18,33.5905,1,0,0,122.954,45.9957,
3521730,663,45,35,79.0721,1,0,0,121.727,48.5129,
3535399,661,18,70,41.7994,1,0,0,120.725,46.7838,
3545506,1100,52,73,31.1627,2,0,0,176.269,48.0642,
3550981,884,59,70,20.6681,2,0,0,124.888,43.989,
